tweet_text,claim
@ElizabetCovfefe @FP_Champagne @JustinTrudeau Are the ‘family members’ tied to the bio weapon targeting China? https://t.co/aSw21aHDrS,1
"Cases like this are why we need to ask, in regards to #COVID19, the cure is worse than the disease:

https://t.co/GbZzPnGS7I

#COVIDー19 #coronavirus #LockdownExtended",1
"@CaptainMeowmori @PoisonOfChoice @BJP4India It's one thing to make a point that animal extracts can have a possible beneficial result, ie premarin from horse urine. Another entirely to say (without evidence) that cow urine will automatically cure coronavirus. That's nuts. They need to get the difference.",1
"@Kurt_SDMF And ground zero close to two labs. Some story of bat eating... etc—typical propaganda downplay. if it was biowarfare, they screwed it up—undetectable 2-14 days, it should have made it farther out, though perhaps it did ... targets 50+, the young &amp; immune compromised #China Vice",1
RT @KiNGSmoKaaH: So I look on the back of my Dettol and if you can see it kills Coronavirus 😂😂😂 funny that??? https://t.co/oA9jXyZxpv,1
#China has developed #COVID19 vaccine and Pakistan is going to receive it pretty soon making Pakistan one of the first few countries in the world to launch COVID19 #vaccine. Executive Director #NIH has confirmed the news https://t.co/O6hhwvdBYr,1
"Madagascar calls their product a  REMEDY,  but because you want to reject it yall keep calling it cure so yall can drop that "" there is no cure for corona"" line while at it",1
"@ChiomaChuka I have a feeling I know who you are talking about, just recovered from Pneumonia shey and #COVID19 hit.?",1
when the restrictions are lifted and we are able to go back out what will our immune responses be? we have not primed our immune system to this virus&amp;therefore there is a lack of antibodies that are ready to fight it. #COVID #CoronavirusOutbreak,1
@washingtonpost An anti dot vaccine to may prevent #Coronavirus infection to happen and to may cure in case to have happened needs to be invented &amp; prepared by any shortest medical route to may be endeavoured on war foot level with d co-shared mission of stalwart Nations to fight out at global.,1
RT @CapitalObserver: Software immune to coronavirus. Can't cancel a subscription if you are dead,1
"Potential good news in the fight against #covid19. ""Once a person has been infected with the #virus, he or she is immune to it,"". Courtesy I24 https://t.co/8DCuGGJz0X",1
My neighbor is having a whole house party. Big traffic outside in the street. Cubans are immune to Covid19 right?,1
They aren’t being open about the criteria: you HAVE to have Resp symptoms: ie shortness of breath indicating you have pneumonia: which means you will be admitted to the hospital. Don’t go with a fever it’s useless you are wasting your time. 👀👀👀👀👀👀🗣🗣🗣☝️☝️☝️☝️☝️☝️☝️👎😡👺 https://t.co/gKjSlKXwM8,1
"@Flipping_Nora_ Which group are you in?  Kids and Women are immune.
You'll get a letter.  And a #SaveTheNHS direct debit form to tear off at the bottom and return. 

#COVID19 #CoronaVirus #R4Today #WATO #dailybriefing @SkyNews #C4News",1
Just a flu... https://t.co/A5DQEF1ber,1
How is this different from the whole gobar will cure Coronavirus thing? https://t.co/y3umpCsv4W,1
"If given the opportunity, whoever dismissed or put down the Ooni's suggestion on COVID-19 cure without first testing &amp; subjecting it to further research would be tied to the stakes and allowed to be dried by the scorching Sun in Abuja &amp; thereafter, the remains made to evaporate.",1
HanCOCK MP is immune to #COVID19 😝 #CoronaVirus on #bbcQT https://t.co/zuunPhQUjj,1
"The best hope for a return to normalcy from #COVID19 isn’t a vaccine or it miraculously fading in 4 weeks... it’s through better understanding who is immune through mass serology testing.

Great explanation here by @MIT:

https://t.co/NQUTGqpmyT",1
"@BillyHendoe @bridgettyh @RichardEngel just reported that, in China it has been reported that Young People seem, inexplicitly to be immune from contracting the virus. Perhaps it is due to their young, Healthy Immune Systems? That may be the Key to a vaccine.
Infuse Young Antibodies in to the Elderly?",1
"Hope of a cure: the antiviral medication Remdesivir should be available to patients soon. https://t.co/miLGQISO8e via @HuffPost
#COVID19 #coronavirus #Covid_19",1
@Jaack They’ll find a cure for #Covid19 before they do for this kinda fucktardary.,1
@RepAndyHarrisMD #Congressman you are a doctor. Is it okay to take #Clorox or #Lysol to stop #coronavirus ?,1
"@lizzardo7 @dhazel418 @DrDenaGrayson @thespybrief @911CORLEBRA777 China SAYS it started there. Virus samples were stolen from a high level lab in Winnipeg last July, and the Chinese scientist responsible - who trained people in biological warfare in China - was dismissed and is under investigation. There is a bioweapons facility in Wuhan.",1
"So a potential cure for #COVID19 is injecting disinfectant into people according to the leader of free world.
Stop the world and let me off... https://t.co/6IsrSFjZLv",1
"https://t.co/03xK61FdMj
Sadhu Sundar Selvaraj, Worse Than Coronavirus is coming on the Earth; Recorded March 29, 2020  I HAVE BEEN TOLD BY THE LORD ABOUT THE NEXT PLAGUE WILL B LIKE BOILS CYST ON THE BODYS &amp; THERE WINT B A CURE 4 #coronavirus HE CONFIRMED IT I SAID IT HERE",1
@CJRucker No. The #China fed #WHO narrative is that it spread from a wet market. Until they show us an animal with the four extra proteins of #COVID19 I call bullchit. The #Chinavirus is a bio weapon and China must pay #reparations for the damage they have caused.,1
"At some point in April millions will have become immune.
How do we know who is still at risk and who is 'safe'?
       ⭐️Lessons Will Be Learned .... NOT!⭐️ 

#CoronaVirus #COVID19 #R4today  #C4News https://t.co/1QWbTe0YeU",1
"China have the vaccine and hiding it.....
#COVID19",1
All is well.... just a cold.... just a headache. https://t.co/uY7yqwOZUu,1
What the flying monkey fuck? The #UN need to be perusing these b@stards for #reparations over their pet bio weapon #chinavirus #Covid19 https://t.co/SyKzJNZICs,1
@ItThuthukaM @ItNelisaMchunu We need a cure to fight #Covid_19 not SANDF. I think it better for you to just focus on being in a polygamy,1
@spectatorindex To me coronavirus is cultured bioweapon virus from laboratory to weaken China economy and for commercial purposes by dark pharmaceutical company for vested interest.,1
@implausibleblog @csibike1 @dontbrexitfixit @DanielJHannan I thought there was no evidence at this point that  infected with #coronavirus makes you immune?  So 'herd immunity' might kill shedloads of people for no benefit?,1
"What the actual f***? GIFT COINS? #COVID19 #COVID
https://t.co/wTW13pSkWt
""...contributions have included pushing unproven drug treatments, predicting that the virus will disappear in warm weather and wondering if humans can be cured by injecting disinfectant into their bodies.""",1
@funkutron Cure to the coronavirus?,1
How about genetically engineered bioweapon stolen from Canada by Chinese doctor clusterfuck. https://t.co/dF7igeQs9D,1
Ginger ale will cure the Coronavirus,1
@ItsKiprotich1 After seeing what Africans are going through in china am starting to think that the #covid_19 is a bioweapon. Studies should tell us how the virus jumped from animals to human beings and how comes it is the first case #StopChinaRacism,1
"Only 25% of French think the #Chianvirus #Covid19 was created in the level 4 bio weapons lab in #Wuhan #China while the rest seem to be buying the Chinese propaganda being pushed by the #WHO that it came from a wet market  
https://t.co/oNdgL8O1Nx",1
"Me: I'd like a Squat Rack please..
Staff: Bwahahaha.. as if you gunna find that..
Me: Ok, nevermind.. In that case, can I get a 40 year old virgin, a double headed white turtle, a kilo of cocaine &amp; a living Stegosaurus..??
Staff: Meet me at the back 😏

#gym #coronavirus",1
#QAnon-ers’ Magic Cure for #Coronavirus: Just Drink Bleach! https://t.co/3lVF7Krjln via @thedailybeast,1
RT @DansCafeDC: Don’t worry: if you’ve ever used our bathroom you’re immune to coronavirus,1
"People thinking they’re doctors just because they see dettol kills coronavirus bacteria...
Not like SARS or several other strands of the virus exist already 🤷🏼‍♂️",1
If you’ve ever gone swimming in Lake St. Claire you’re immune to coronavirus😗,1
Watch: BILL GATES defends communist CHINESE GOVERNMENT; Says it “did a lot of things right” #billgates #coronavirus #vaccine #VaccinesWork https://t.co/c5nUni8JUG,1
How to create a Bio Weapon 101 the #Wuhan method. #ChinaLiedPeopleDied #ChineseVirus #ChineseBioterrorism #ChinaVirus #COVID19 https://t.co/pkFpNrTZcZ,1
"@MrsWho30249185 @Isabellas2007 @marklevinshow But if someone has no symptoms, they're not sick to the point this virus is killing people. When it gets severe enough to cause pneumonia, that is the issue and their eventual demise. If they didn't die with pneumonia from the virus, the virus didn't kill them!
#coronavirus",1
RT @TheRealPeteG: No more shaking hands in 2020 until the Coronavirus 🦠 is cured. We’ll bring it back to the face nod or shoe dap,1
@mezoti Trump wants us to drink bleach to cure covid.,1
@YahooSports I heard if you sell the @nyknicks you will be cured of #CoronaVirus 🦠,1
"Little Matty Hancock can do what he likes now.
He's immune to #COVID19 😭
  #CoronaVirus on #bbcQT https://t.co/qtcM6FdiB2",1
Meeee and I believe in the conspiracy that everyone that got sick those months are immune to it now lmao https://t.co/YVbtv9gXUc https://t.co/SwL5ipaE4f,1
Maybe we're the virus and #Covid19 is the cure? Mother Nature is firing warning shots and humans aren't listening.,1
"don’t worry everyone, Mcdonald’s sprite will cure corona virus",1
"@oaq1212 @SamHarrisOrg He wants to inject people with bleach to cure them of #COVID19. Tell me how this is in any way, shape or form helpful.",1
BIOWARFARE: Wuhan Coronavirus is likely another race-targeting bioweapon strategically unleashed throughout China by U.S. military labs https://t.co/KYQCTelsPE,1
"#NonEssential ok but ik dam well they can cure #CoronavirusPandemic wit the same blood #recorved ppl have #YOURFULLOFSHIT UR TRY N TO #SELL PPL STUFF  
U DONT WANNA PAY THE PPL THAT GIVE THE #BLOOD #LOCKDOWNUSA #StayTheFHome #WHY JUST ASK THA #CDC 
https://t.co/iMHZa1pcjJ",1
"Attention all @realDonaldTrump supporters, evangelicals, right-wing fanatics, and Republicans. Please ingest, inject, consume, drink disinfectants. It will cure the #coronavirus! #MAGA2020 #KAG2020 #disinfectant #lysol #DisinfectantDonnie

*sarcasm",1
"@wolfblitzer @CDCgov @realDonaldTrump Dear #MAGA supporters, don't let a deep state government agency tell you the President is wrong. Drink your #disinfectant and get that light inside your veins! #coronavirus #COVID19 #lysol #DisinfectantDonnie

*sarcasm",1
@anduck83 @Lysol That’s not really effective against #COVID19.,1
"2019-nCoV was discovered by Chinese scientists in 2019. They considered it a ""novel virus"". They also concluded it was deadly and easily transmitted. 
""We Made the Coronavirus Epidemic"" #2019nCoV #pandemic 
#virology #ethics #biowarfare?  https://t.co/jRDYLFvgbf",1
